Species name,AphiaID,Unit,Observatory,Species importance to society,IUCN RedList Category,IUCN Criteria,IUCN Year Accessed,HELCOM RedList Category,AMBI ecological group,Environmental position
Ophiopholis aculeata,125125,S2,Svalbard, FAO-ASFIS,None,None,None,None, indifferent to disturbance,None
Apionsoma (Apionsoma) misakianum,266492,S2,Svalbard,None,None,None,None,None, indifferent to disturbance,None
Phycodrys rubens,144773,S2,Svalbard, FAO-ASFIS,None,None,None,None,None,None
Calanus finmarchicus,104464,S2,Svalbard, FAO-ASFIS,None,None,None,None,None,None
Eupolymnia nebulosa,131489,S2,Svalbard,None,None,None,None,None, tolerant to disturbance,None
Spirontocaris phippsii,107532,S2,Svalbard,None,None,None,None,None,None,None
Haliclona (Reniera) fascigera,166610,S2,Svalbard,None,None,None,None,None,None,None
Harmothoe imbricata,130769,S2,Svalbard,None,None,None,None,None, indifferent to disturbance,None
Skeletonema dohrnii,489112,S2,Svalbard,None,None,None,None,None,None,None
Rhodothamniella floridula,145777,S2,Svalbard,None,None,None,None,None,None, epilithic
Polycirrus medusa,131531,S2,Svalbard,None,None,None,None,None, second-order opportunistic,None
Chone mollis,254730,S2,Svalbard,None,None,None,None,None, indifferent to disturbance,None
Ophelina acuminata,130500,S2,Svalbard,None,None,None,None,None, very sensitive to disturbance; tolerant to disturbance,None
Amphibalanus improvisus,421139,Spikarna,TZS, MSFD indicators,None,None,None,None,None,None
Campanularia hincksii,117364,Spikarna,TZS,None,None,None,None,None, indifferent to disturbance,None
Pholoe inornata,130601,Spikarna,TZS,None,None,None,None,None, indifferent to disturbance,None
Pomatoschistus flavescens,1526389,Spikarna,TZS, FAO-ASFIS; IUCN Red List, Least Concern,None,2014,None,None,None
Microspongium alariae,376211,Spikarna,TZS,None,None,None,None,None,None,None
Gammarus zaddachi,102299,Spikarna,TZS,None,None,None,None,None, tolerant to disturbance,None
Potamopyrgus antipodarum,147123,Spikarna,TZS, IUCN Red List; MSFD indicators, Least Concern,None,2011,None, tolerant to disturbance,None
Cryptosula pallasiana,111343,Spikarna,TZS,None,None,None,None,None, indifferent to disturbance,None
Harmothoe impar,130770,Spikarna,TZS,None,None,None,None,None, indifferent to disturbance,None
Ectocarpus siliculosus var. dasycarpus,550728,Spikarna,TZS,None,None,None,None,None,None,None
Pylaiella washingtoniensis,373984,Spikarna,TZS,None,None,None,None,None,None,None
Rhodothamniella floridula,145777,Spikarna,TZS,None,None,None,None,None,None, epilithic
Obelia longissima,117389,TorallaA,Vigo,None,None,None,None,None, indifferent to disturbance,None
Harpacticus uniremis uniremis,116863,TorallaA,Vigo,None,None,None,None,None,None,None
Laminaria ochroleuca,145728,TorallaA,Vigo, FAO-ASFIS,None,None,None,None,None, epilithic; epiphytic
Eulalia aurea,130623,TorallaA,Vigo,None,None,None,None,None, indifferent to disturbance,None
Polysiphonia radiata,1356536,TorallaA,Vigo,None,None,None,None,None,None,None
Apherusa jurinei,102168,TorallaA,Vigo,None,None,None,None,None, very sensitive to disturbance,None
Favorinus branchialis,139940,TorallaA,Vigo,None,None,None,None,None,None,None
Corallina officinalis,145108,TorallaA,Vigo,None,None,None,None,None,None, epilithic; epizoic; epiphytic
Perforatus perforatus,535477,TorallaA,Vigo,None,None,None,None,None,None,None
Nereimyra punctata,130185,TorallaA,Vigo,None,None,None,None,None, tolerant to disturbance,None
Nicolea zostericola,131508,TorallaA,Vigo,None,None,None,None,None, indifferent to disturbance,None
Harmothoe impar,130770,TorallaA,Vigo,None,None,None,None,None, indifferent to disturbance,None
Syllidia armata,130198,TorallaA,Vigo,None,None,None,None,None, indifferent to disturbance,None
Dexamine thea,102136,TorallaA,Vigo,None,None,None,None,None, tolerant to disturbance,None
Juxtacribrilina mutabilis,1059484,TorallaA,Vigo,None,None,None,None,None,None,None
Pholoe inornata,130601,TorallaA,Vigo,None,None,None,None,None, indifferent to disturbance,None
Ophiocomina nigra,125027,TorallaA,Vigo,None,None,None,None,None, very sensitive to disturbance,None
Cylindrotheca closterium,149004,TorallaA,Vigo,None,None,None,None,None,None,None
Eubranchus exiguus,139765,TorallaA,Vigo,None,None,None,None,None,None,None
Chondrus crispus,145625,TorallaA,Vigo, FAO-ASFIS,None,None,None,None,None, epilithic
Paracalanus quasimodo,354162,TorallaA,Vigo,None,None,None,None,None,None,None
Pomatoschistus flavescens,1526389,TorallaA,Vigo, FAO-ASFIS; IUCN Red List, Least Concern,None,2014,None,None,None
Lomentaria clavellosa,145825,TorallaA,Vigo, FAO-ASFIS,None,None,None,None,None,None
Celleporella hyalina,111397,TorallaA,Vigo,None,None,None,None,None, indifferent to disturbance,None
Pycnococcus provasolii,376073,TorallaA,Vigo,None,None,None,None,None,None,None
Chloropicon sieburthii,1541871,TorallaA,Vigo,None,None,None,None,None,None,None
Asparagopsis armata,144438,TorallaA,Vigo, FAO-ASFIS,None,None,None,None,None, epilithic; epiphytic; unattached
Myrianida prolifera,238200,TorallaA,Vigo,None,None,None,None,None, indifferent to disturbance,None
Pisidia longicornis,107188,TorallaA,Vigo, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Chylocladia verticillata,145808,TorallaA,Vigo,None,None,None,None,None,None, epilithic; epiphytic
Ophiothrix fragilis,125131,TorallaA,Vigo, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Chloroparvula pacifica,1361158,TorallaA,Vigo,None,None,None,None,None,None,None
Dinophilus vorticoides,130002,TorallaA,Vigo,None,None,None,None,None,None,None
Skeletonema dohrnii,489112,TorallaA,Vigo,None,None,None,None,None,None,None
Halidrys siliquosa,145540,TorallaA,Vigo, FAO-ASFIS,None,None,None,None,None, epilithic
Psammechinus miliaris,124319,TorallaA,Vigo, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Myrianida edwarsi,238194,TorallaA,Vigo,None,None,None,None,None, indifferent to disturbance,None
Astrotorhynchus intermedius,1079205,TorallaA,Vigo,None,None,None,None,None,None,None
Alentia gelatinosa,130722,TorallaA,Vigo,None,None,None,None,None,None,None
Dynamena pumila,117888,TorallaA,Vigo,None,None,None,None,None, indifferent to disturbance,None
Oithona similis,106656,TorallaA,Vigo, FAO-ASFIS,None,None,None,None,None,None
Vertebrata fucoides,637672,TorallaA,Vigo, FAO-ASFIS,None,None,None,None,None, epilithic; epiphytic; epizoic
Antedon bifida,124201,TorallaA,Vigo, FAO-ASFIS,None,None,None,None,None,None
Aora gracilis,102012,TorallaA,Vigo,None,None,None,None,None, very sensitive to disturbance,None
Micromonas pusilla,134564,TorallaA,Vigo,None,None,None,None,None,None,None
Monocorophium sextonae,148603,TorallaA,Vigo,None,None,None,None,None, tolerant to disturbance,None
Halichondria (Halichondria) panicea,165853,TorallaA,Vigo,None,None,None,None,None, very sensitive to disturbance,None
Chloropicon laureae,1361155,TorallaA,Vigo,None,None,None,None,None,None,None
Dictyota dichotoma,145367,TorallaA,Vigo, FAO-ASFIS,None,None,None,None,None,None
Asterias rubens,123776,TorallaA,Vigo, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Harmothoe imbricata,130769,TorallaA,Vigo,None,None,None,None,None, indifferent to disturbance,None
Dasysiphonia japonica,836896,TorallaA,Vigo,None,None,None,None,None,None,None
Stylochoplana maculata,142861,TorallaA,Vigo,None,None,None,None,None,None,None
Berkeleya fennica,621564,TorallaA,Vigo,None,None,None,None,None,None,None
Electra pilosa,111355,TorallaA,Vigo,None,None,None,None,None, indifferent to disturbance,None
Marthasterias glacialis,123803,TorallaA,Vigo, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Temora longicornis,104878,TorallaA,Vigo, FAO-ASFIS,None,None,None,None,None,None
Acartia (Acartiura) clausi,149755,TorallaA,Vigo, FAO-ASFIS,None,None,None,None,None,None
Macoma balthica,141579,TorallaA,Vigo, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Balanus trigonus,106223,TorallaA,Vigo,None,None,None,None,None, indifferent to disturbance,None
Phtisica marina,101864,TorallaA,Vigo,None,None,None,None,None, very sensitive to disturbance,None
Carradoriella denudata,1346675,TorallaA,Vigo,None,None,None,None,None,None,None
Acartia (Acartiura) hudsonica,149751,TorallaA,Vigo,None,None,None,None,None,None,None
Hiatella arctica,140103,TorallaA,Vigo, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Rhyssoplax olivacea,1392276,TorallaB,Vigo,None,None,None,None,None, indifferent to disturbance,None
Obelia dichotoma,117386,TorallaB,Vigo,None,None,None,None,None, indifferent to disturbance,None
Ocinebrina aciculata,140407,TorallaB,Vigo,None,None,None,None,None, indifferent to disturbance,None
Harmothoe impar,130770,TorallaB,Vigo,None,None,None,None,None, indifferent to disturbance,None
Clytia hemisphaerica,117368,TorallaB,Vigo,None,None,None,None,None, very sensitive to disturbance,None
Eualus cranchii,156083,TorallaB,Vigo,None,None,None,None,None, very sensitive to disturbance,None
Oscarella tuberculata,169724,TorallaB,Vigo,None,None,None,None,None,None,None
Amphinema dinema,117778,TorallaB,Vigo,None,None,None,None,None,None,None
Psammechinus miliaris,124319,TorallaB,Vigo, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Chylocladia verticillata,145808,TorallaB,Vigo,None,None,None,None,None,None, epilithic; epiphytic
Ophiocomina nigra,125027,TorallaB,Vigo,None,None,None,None,None, very sensitive to disturbance,None
Bougainvillia muscus,117328,TorallaB,Vigo,None,None,None,None,None, very sensitive to disturbance,None
Campanularia hincksii,117364,TorallaB,Vigo,None,None,None,None,None, indifferent to disturbance,None
Chloroparvula pacifica,1361158,TorallaB,Vigo,None,None,None,None,None,None,None
Perforatus perforatus,535477,TorallaB,Vigo,None,None,None,None,None,None,None
Pisidia longicornis,107188,TorallaB,Vigo, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Eualus occultus,107506,TorallaB,Vigo,None,None,None,None,None, very sensitive to disturbance,None
Antedon bifida,124201,TorallaB,Vigo, FAO-ASFIS,None,None,None,None,None,None
Obelia geniculata,117388,TorallaB,Vigo,None,None,None,None,None, indifferent to disturbance,None
Eualus occultus,107506,TorallaC,Vigo,None,None,None,None,None, very sensitive to disturbance,None
Dexamine thea,102136,TorallaC,Vigo,None,None,None,None,None, tolerant to disturbance,None
Ophiothrix fragilis,125131,TorallaC,Vigo, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Obelia geniculata,117388,TorallaC,Vigo,None,None,None,None,None, indifferent to disturbance,None
Obelia dichotoma,117386,TorallaC,Vigo,None,None,None,None,None, indifferent to disturbance,None
Benthosema glaciale,126580,TorallaC,Vigo, FAO-ASFIS; IUCN Red List, Least Concern,None,2012,None,None,None
Harmothoe impar,130770,TorallaC,Vigo,None,None,None,None,None, indifferent to disturbance,None
Bougainvillia muscus,117328,TorallaC,Vigo,None,None,None,None,None, very sensitive to disturbance,None
Watersipora subtorquata,111592,TorallaC,Vigo,None,None,None,None,None,None,None
Dasysiphonia japonica,836896,TorallaC,Vigo,None,None,None,None,None,None,None
Nicolea zostericola,131508,TorallaC,Vigo,None,None,None,None,None, indifferent to disturbance,None
Pisidia longicornis,107188,TorallaC,Vigo, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Sparus aurata,151523,TorallaC,Vigo, FAO-ASFIS; IUCN Red List, Least Concern,None,2009,None,None,None
Clytia hemisphaerica,117368,TorallaC,Vigo,None,None,None,None,None, very sensitive to disturbance,None
Amphinema dinema,117778,TorallaC,Vigo,None,None,None,None,None,None,None
Coelorinchus caelorhincus,398381,TorallaC,Vigo, FAO-ASFIS; IUCN Red List, Least Concern,None,2013,None,None,None
Ophiocomina nigra,125027,TorallaC,Vigo,None,None,None,None,None, very sensitive to disturbance,None
Balanus trigonus,106223,TorallaC,Vigo,None,None,None,None,None, indifferent to disturbance,None
Phallusia mammillata,103724,TorallaC,Vigo,None,None,None,None,None,None,None
Chloroparvula pacifica,1361158,TorallaC,Vigo,None,None,None,None,None,None,None
Perforatus perforatus,535477,TorallaC,Vigo,None,None,None,None,None,None,None
Pycnococcus provasolii,376073,TorallaC,Vigo,None,None,None,None,None,None,None
Gobius niger,126892,VH1,Koster, FAO-ASFIS; MSFD indicators,None,None,None,None,None,None
Philine quadripartita,574582,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Balanus balanus,106213,VH1,Koster, FAO-ASFIS,None,None,None,None,None,None
Dodecaceria concharum,129967,VH1,Koster,None,None,None,None,None, second-order opportunistic,None
Dinophilus vorticoides,130002,VH1,Koster,None,None,None,None,None,None,None
Micromonas pusilla,134564,VH1,Koster,None,None,None,None,None,None,None
Escharella immersa,111484,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Juxtacribrilina mutabilis,1059484,VH1,Koster,None,None,None,None,None,None,None
Eusyllis blomstrandi,131290,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Harmothoe impar,130770,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Paracalanus parvus parvus,745865,VH1,Koster,None,None,None,None,None,None,None
Amphiascopsis cinctus,115906,VH1,Koster,None,None,None,None,None,None,None
Bittium reticulatum,139054,VH1,Koster, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Cyanea capillata,135301,VH1,Koster,None,None,None,None,None,None,None
Acartia (Acartiura) hudsonica,149751,VH1,Koster,None,None,None,None,None,None,None
Sabellaria spinulosa,130867,VH1,Koster, MSFD indicators,None,None,None,None, very sensitive to disturbance,None
Obelia geniculata,117388,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Eubranchus exiguus,139765,VH1,Koster,None,None,None,None,None,None,None
Parasagitta setosa,105443,VH1,Koster,None,None,None,None,None, very sensitive to disturbance,None
Orchomene humilis,102665,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Arenicola marina,129868,VH1,Koster, FAO-ASFIS; MSFD indicators,None,None,None,None, tolerant to disturbance,None
Phymatolithon lenormandii,145202,VH1,Koster, FAO-ASFIS,None,None,None,None,None,None
Branchiostoma lanceolatum,104906,VH1,Koster,None,None,None,None,None, very sensitive to disturbance,None
Callyspongia (Callyspongia) siphonella,166199,VH1,Koster,None,None,None,None,None,None,None
Metridium senile,100982,VH1,Koster,None,None,None,None,None,None,None
Syllidia armata,130198,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Pusillina inconspicua,141334,VH1,Koster,None,None,None,None,None, very sensitive to disturbance,None
Heteropsyllus curticaudatus,115686,VH1,Koster,None,None,None,None,None,None,None
Ascidiella scabra,103719,VH1,Koster, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Haloschizopera pygmaea,115950,VH1,Koster,None,None,None,None,None,None,None
Balanus rostratus,254482,VH1,Koster,None,None,None,None,None,None,None
Mitrocomella polydiademata,117755,VH1,Koster,None,None,None,None,None,None,None
Myrianida edwarsi,238194,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Dasysiphonia japonica,836896,VH1,Koster,None,None,None,None,None,None,None
Lepidonotus squamatus,130801,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Ascidiella aspersa,103718,VH1,Koster, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Nereimyra punctata,130185,VH1,Koster,None,None,None,None,None, tolerant to disturbance,None
Alvania punctura,141230,VH1,Koster,None,None,None,None,None, very sensitive to disturbance,None
Cyrillia linearis,1389226,VH1,Koster,None,None,None,None,None, very sensitive to disturbance,None
Chloroparvula pacifica,1361158,VH1,Koster,None,None,None,None,None,None,None
Neoamphitrite figulus,131504,VH1,Koster,None,None,None,None,None, very sensitive to disturbance,None
Monocorophium sextonae,148603,VH1,Koster,None,None,None,None,None, tolerant to disturbance,None
Evadne nordmanni,106273,VH1,Koster,None,None,None,None,None,None,None
Eualus occultus,107506,VH1,Koster,None,None,None,None,None, very sensitive to disturbance,None
Celleporella hyalina,111397,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Harmothoe imbricata,130769,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Echinocardium cordatum,124392,VH1,Koster, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Centropages hamatus,104496,VH1,Koster, FAO-ASFIS,None,None,None,None,None,None
Clytia hemisphaerica,117368,VH1,Koster,None,None,None,None,None, very sensitive to disturbance,None
Mesochra pygmaea pygmaea,730681,VH1,Koster,None,None,None,None,None,None,None
Halichondria (Halichondria) panicea,165853,VH1,Koster,None,None,None,None,None, very sensitive to disturbance,None
Emiliania huxleyi,115104,VH1,Koster,None,None,None,None,None,None,None
Myrianida prolifera,238200,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Eulalia viridis,130639,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Hydroides norvegica,131009,VH1,Koster,None,None,None,None,None, tolerant to disturbance,None
Halisarca dujardinii,132736,VH1,Koster,None,None,None,None,None,None,None
Verruca stroemia,106257,VH1,Koster,None,None,None,None,None, very sensitive to disturbance,None
Electra pilosa,111355,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Facelina bostoniensis,139908,VH1,Koster,None,None,None,None,None,None,None
Myrianida brachycephala,238192,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Amathia gracilis,851589,VH1,Koster,None,None,None,None,None, very sensitive to disturbance; indifferent to disturbance,None
Scrupocellaria scruposa,111250,VH1,Koster,None,None,None,None,None,None,None
Microstomum rubromaculatum,142798,VH1,Koster,None,None,None,None,None,None,None
Galathea nexa,107152,VH1,Koster, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Carcinus maenas,107381,VH1,Koster, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Halidrys siliquosa,145540,VH1,Koster, FAO-ASFIS,None,None,None,None,None, epilithic
Conopeum reticulum,111351,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Squamamoeba japonica,761218,VH1,Koster,None,None,None,None,None,None,None
Aurelia aurita,135306,VH1,Koster, FAO-ASFIS,None,None,None,None,None,None
Sarsia tubulosa,117491,VH1,Koster,None,None,None,None,None,None,None
Protodrilus ciliatus,130843,VH1,Koster,None,None,None,None,None,None,None
Semnoderes armiger,101126,VH1,Koster,None,None,None,None,None,None,None
Lizzia blondina,117345,VH1,Koster,None,None,None,None,None,None,None
Rhodothamniella floridula,145777,VH1,Koster,None,None,None,None,None,None, epilithic
Phoronis muelleri,128549,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Amphiporus allucens,122644,VH1,Koster,None,None,None,None,None, tolerant to disturbance,None
Membranipora membranacea,111411,VH1,Koster,None,None,None,None,None, very sensitive to disturbance,None
Crisia eburnea,111696,VH1,Koster,None,None,None,None,None,None,None
Gyptis propinqua,130156,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Marthasterias glacialis,123803,VH1,Koster, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Kurtiella bidentata,345281,VH1,Koster,None,None,None,None,None, tolerant to disturbance,None
Psamathe fusca,152249,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Pleopis polyphemoides,247981,VH1,Koster,None,None,None,None,None,None,None
Phallusia ingeria,103723,VH1,Koster,None,None,None,None,None,None,None
Cryptosula pallasiana,111343,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Bulbamphiascus imus,115930,VH1,Koster,None,None,None,None,None,None,None
Acrochaetium moniliforme,144372,VH1,Koster,None,None,None,None,None,None,None
Crepidula fornicata,138963,VH1,Koster, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Pterothamnion plumula,144683,VH1,Koster, FAO-ASFIS,None,None,None,None,None,None
Sagartia lacerata,854806,VH1,Koster,None,None,None,None,None,None,None
Obelia dichotoma,117386,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Barentsia gracilis,111802,VH1,Koster,None,None,None,None,None,None,None
Leuckartiara octona,117791,VH1,Koster,None,None,None,None,None,None,None
Obelia longissima,117389,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Asterias rubens,123776,VH1,Koster, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Paradoneis lyra,130585,VH1,Koster,None,None,None,None,None, tolerant to disturbance,None
Laophonte longicaudata longicaudata,590790,VH1,Koster,None,None,None,None,None,None,None
Arenicola defodiens,129867,VH1,Koster, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Spatangus purpureus,124418,VH1,Koster, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Bonnemaisonia hamifera,144442,VH1,Koster, MSFD indicators,None,None,None,None,None, epilithic; epiphytic; epizoic
Athanas nitescens,107486,VH1,Koster,None,None,None,None,None,None,None
Nicolea zostericola,131508,VH1,Koster,None,None,None,None,None, indifferent to disturbance,None
Bougainvillia muscus,117328,VH1,Koster,None,None,None,None,None, very sensitive to disturbance,None
Amphiura filiformis,125080,VH1,Koster, FAO-ASFIS,None,None,None,None, indifferent to disturbance,None
Callopora lineata,111197,VH1,Koster,None,None,None,None,None,None,None
Ophiothrix fragilis,125131,VH1,Koster, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Rhyssoplax olivacea,1392276,VH2,Koster,None,None,None,None,None, indifferent to disturbance,None
Ectocarpus fasciculatus,145404,VH2,Koster,None,None,None,None,None,None,None
Pusillina inconspicua,141334,VH2,Koster,None,None,None,None,None, very sensitive to disturbance,None
Juxtacribrilina mutabilis,1059484,VH2,Koster,None,None,None,None,None,None,None
Dasysiphonia japonica,836896,VH2,Koster,None,None,None,None,None,None,None
Halichondria (Halichondria) panicea,165853,VH2,Koster,None,None,None,None,None, very sensitive to disturbance,None
Bittium reticulatum,139054,VH2,Koster, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Hymeraphia breeni,255167,VH2,Koster,None,None,None,None,None,None,None
Eusyllis blomstrandi,131290,VH2,Koster,None,None,None,None,None, indifferent to disturbance,None
Arenicola marina,129868,VH2,Koster, FAO-ASFIS; MSFD indicators,None,None,None,None, tolerant to disturbance,None
Nereimyra punctata,130185,VH2,Koster,None,None,None,None,None, tolerant to disturbance,None
Pycnococcus provasolii,376073,VH2,Koster,None,None,None,None,None,None,None
Pholoe inornata,130601,VH2,Koster,None,None,None,None,None, indifferent to disturbance,None
Eualus cranchii,156083,VH2,Koster,None,None,None,None,None, very sensitive to disturbance,None
Parengyodontium album,1415549,VH2,Koster,None,None,None,None,None,None,None
Heterocapsa rotundata,110152,VH2,Koster,None,None,None,None,None,None,None
Metridium senile,100982,VH2,Koster,None,None,None,None,None,None,None
Chondrus crispus,145625,VH2,Koster, FAO-ASFIS,None,None,None,None,None, epilithic
Emiliania huxleyi,115104,VH2,Koster,None,None,None,None,None,None,None
Ascidiella aspersa,103718,VH2,Koster, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Obelia geniculata,117388,VH2,Koster,None,None,None,None,None, indifferent to disturbance,None
Balanus balanus,106213,VH2,Koster, FAO-ASFIS,None,None,None,None,None,None
Halisarca dujardinii,132736,VH2,Koster,None,None,None,None,None,None,None
Amphiascopsis cinctus,115906,VH2,Koster,None,None,None,None,None,None,None
Coryphella verrucosa,139987,VH2,Koster,None,None,None,None,None, indifferent to disturbance,None
Obelia longissima,117389,VH2,Koster,None,None,None,None,None, indifferent to disturbance,None
Escharella immersa,111484,VH2,Koster,None,None,None,None,None, indifferent to disturbance,None
Phymatolithon lenormandii,145202,VH2,Koster, FAO-ASFIS,None,None,None,None,None,None
Pylaiella littoralis,157188,VH2,Koster,None,None,None,None,None,None, epilithic; epizoic; unattached; epiphytic
Botryllus schlosseri,103862,VH2,Koster, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Obelia dichotoma,117386,VH2,Koster,None,None,None,None,None, indifferent to disturbance,None
Cliona celata,134121,VH2,Koster, HELCOM Red List,None,None,None, Vulnerable, tolerant to disturbance,None
Electra pilosa,111355,VH2,Koster,None,None,None,None,None, indifferent to disturbance,None
Acrochaetium secundatum,144387,VH2,Koster,None,None,None,None,None,None,None
Scrupocellaria scruposa,111250,VH2,Koster,None,None,None,None,None,None,None
Favorinus branchialis,139940,VH2,Koster,None,None,None,None,None,None,None
Polysiphonia stricta,144672,VH2,Koster,None,None,None,None,None,None, epilithic; epiphytic; epizoic
Amphiporus allucens,122644,VH2,Koster,None,None,None,None,None, tolerant to disturbance,None
Colaconema daviesii,164103,VH2,Koster,None,None,None,None,None,None,None
Acartia (Acartiura) hudsonica,149751,VH2,Koster,None,None,None,None,None,None,None
Microstomum septentrionale,142799,VH2,Koster,None,None,None,None,None,None,None
Terebellides stroemii,131573,VH2,Koster,None,None,None,None,None, indifferent to disturbance,None
Balanus rostratus,254482,VH2,Koster,None,None,None,None,None,None,None
Phallusia ingeria,103723,VH2,Koster,None,None,None,None,None,None,None
Psamathe fusca,152249,VH2,Koster,None,None,None,None,None, indifferent to disturbance,None
Lizzia blondina,117345,VH2,Koster,None,None,None,None,None,None,None
Centropages hamatus,104496,VH2,Koster, FAO-ASFIS,None,None,None,None,None,None
Nereis pelagica,130404,VH2,Koster,None,None,None,None,None, tolerant to disturbance,None
Micromonas pusilla,134564,VH2,Koster,None,None,None,None,None,None,None
Cryptosula pallasiana,111343,VH2,Koster,None,None,None,None,None, indifferent to disturbance,None
Parasagitta setosa,105443,VH2,Koster,None,None,None,None,None, very sensitive to disturbance,None
Pylaiella washingtoniensis,373984,VH2,Koster,None,None,None,None,None,None,None
Skeletonema pseudocostatum,375916,VH2,Koster,None,None,None,None,None,None,None
Eualus pusiolus,107507,VH2,Koster, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Fucus serratus,145546,VH2,Koster, FAO-ASFIS,None,None,None,None,None, epilithic
Eubranchus exiguus,139765,VH2,Koster,None,None,None,None,None,None,None
Callithamnion corymbosum,144526,VH2,Koster, FAO-ASFIS,None,None,None,None,None, epiphytic; epizoic
Oithona nana,106651,VH2,Koster,None,None,None,None,None,None,None
Sarsia tubulosa,117491,VH2,Koster,None,None,None,None,None,None,None
Cyprinus rubrofuscus,1021978,VH2,Koster, IUCN Red List, Least Concern,None,2020,None,None,None
Leufroyia concinna,195916,VH2,Koster,None,None,None,None,None,None,None
Microspongium stilophorae,707754,VH2,Koster,None,None,None,None,None,None,None
Harmothoe impar,130770,VH2,Koster,None,None,None,None,None, indifferent to disturbance,None
Mesochra pygmaea pygmaea,730681,VH2,Koster,None,None,None,None,None,None,None
Halidrys siliquosa,145540,VH2,Koster, FAO-ASFIS,None,None,None,None,None, epilithic
Kurtiella bidentata,345281,VH2,Koster,None,None,None,None,None, tolerant to disturbance,None
Eulalia viridis,130639,VH2,Koster,None,None,None,None,None, indifferent to disturbance,None
Amphiura filiformis,125080,VH2,Koster, FAO-ASFIS,None,None,None,None, indifferent to disturbance,None
Skeletonema dohrnii,489112,VH2,Koster,None,None,None,None,None,None,None
Bougainvillia muscus,117328,VH2,Koster,None,None,None,None,None, very sensitive to disturbance,None
Aurelia aurita,135306,VH2,Koster, FAO-ASFIS,None,None,None,None,None,None
Harmothoe imbricata,130769,VH2,Koster,None,None,None,None,None, indifferent to disturbance,None
Neoamphitrite figulus,131504,VH2,Koster,None,None,None,None,None, very sensitive to disturbance,None
Myrianida edwarsi,238194,VH2,Koster,None,None,None,None,None, indifferent to disturbance,None
Golfingia (Golfingia) vulgaris vulgaris,410724,VH2,Koster,None,None,None,None,None, very sensitive to disturbance,None
Spermatochnus paradoxus,145008,VH2,Koster,None,None,None,None,None,None,None
Crisia eburnea,111696,VH2,Koster,None,None,None,None,None,None,None
Sagartia lacerata,854806,VH2,Koster,None,None,None,None,None,None,None
Monocorophium sextonae,148603,VH2,Koster,None,None,None,None,None, tolerant to disturbance,None
Gonionemus vertens,117768,VH2,Koster,None,None,None,None,None,None,None
